satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,sales,salary
0.42,0.46,2,131,3,0,1,0,support,medium
0.09,0.85,6,260,4,0,1,0,support,medium
0.72,0.88,5,249,5,0,1,0,support,medium
0.75,0.97,4,,5,0,1,0,support,medium
0.44,,2,138,3,0,1,0,support,medium
,0.91,6,278,4,0,1,0,support,medium
0.38,0.47,2,147,3,0,1,0,support,medium
0.39,0.57,2,131,3,0,1,0,support,medium
0.1,0.9,7,301,4,0,1,0,technical,medium
0.43,0.52,2,141,3,0,1,0,,medium
0.39,0.57,2,158,3,0,1,0,technical,high
0.88,0.87,4,235,6,0,1,0,management,low
0.1,0.85,7,261,4,,1,0,IT,medium
0.1,0.89,5,270,4,0,1,0,IT,medium
0.11,0.93,6,290,4,0,1,0,IT,medium
0.37,0.47,2,149,3,0,1,0,IT,medium
0.37,0.48,2,160,3,0,1,0,IT,low
0.1,0.85,7,261,4,,1,0,IT,medium
0.91,0.94,5,218,6,0,1,0,product_mng,low
0.46,0.51,2,155,3,0,1,0,product_mng,low
0.11,0.87,6,291,4,0,1,0,product_mng,low
0.86,0.91,5,,5,0,1,0,IT,low
0.87,,5,262,6,0,1,0,sales,low
0.09,,6,303,5,0,1,0,sales,low
0.42,0.46,2,132,3,0,1,0,sales,low
0.82,0.83,4,245,5,1,1,0,sales,low
,0.48,2,129,3,0,1,0,sales,low
0.88,1,5,226,6,,1,0,marketing,low
0.1,0.91,6,286,4,0,1,0,,low
0.43,0.45,2,140,3,0,1,0,sales,low
0.37,0.49,2,153,3,0,1,0,accounting,low
0.8,0.95,5,217,5,0,1,0,,low
0.83,0.95,5,258,5,,1,0,technical,low
0.39,0.57,2,156,3,0,1,0,management,low
0.1,0.85,7,261,4,,1,0,IT,medium
0.1,0.85,7,261,4,,1,0,IT,medium
0.79,0.96,4,234,5,0,1,0,marketing,low
0.39,0.55,2,152,3,1,1,0,sales,
0.1,0.88,7,300,4,0,1,0,sales,medium
0.39,0.53,2,131,3,0,1,0,sales,medium
0.11,0.89,6,301,4,0,1,0,sales,medium
0.4,,2,156,3,0,1,0,sales,medium
0.1,0.85,7,261,4,,1,0,IT,medium
0.57,0.85,4,219,2,1,1,0,sales,medium
0.11,0.95,7,269,5,0,1,0,sales,medium
0.36,0.73,4,276,2,0,1,0,sales,medium
0.11,0.94,7,302,4,0,1,0,sales,medium
0.35,0.8,6,281,2,,1,,sales,medium
0.78,0.99,5,241,5,0,1,0,,medium
0.11,0.93,7,288,4,0,,0,sales,high
,0.96,6,303,4,0,1,0,sales,low
0.42,0.54,2,,3,0,1,0,sales,medium
0.43,0.5,2,127,3,1,1,0,sales,medium
0.79,0.84,5,245,5,0,1,0,sales,medium
0.45,0.45,2,145,3,0,1,0,sales,medium
0.09,0.91,6,248,4,0,1,0,sales,low
0.11,0.91,6,302,4,0,1,0,accounting,low
0.45,0.49,,144,3,0,1,0,accounting,low
0.11,0.91,6,272,4,0,1,0,accounting,low
0.09,0.8,6,294,4,0,1,0,hr,low
0.78,0.71,4,296,3,0,1,0,hr,low
0.38,,2,151,3,1,1,0,hr,low
0.82,0.82,4,249,5,0,1,0,hr,low
0.85,0.89,4,221,5,0,1,0,technical,low
0.45,0.46,2,146,3,0,1,0,,low
0.77,0.89,5,243,5,0,1,0,technical,low
0.39,0.5,2,127,3,0,,0,technical,low
0.91,0.9,4,245,5,,1,0,technical,low
0.11,0.77,6,264,4,0,1,0,technical,low
0.46,0.45,2,143,3,0,1,0,technical,low
0.43,0.49,2,135,3,0,1,,technical,low
0.11,0.96,6,262,4,1,1,0,technical,low
0.1,0.93,6,299,4,,1,0,technical,low
0.09,0.8,5,279,4,0,1,0,technical,low
0.36,0.51,2,155,3,0,1,0,support,low
0.11,0.89,6,264,4,0,1,0,support,low
0.09,0.77,6,256,5,0,1,0,support,medium
,0.51,2,129,3,0,1,0,support,medium
0.73,0.97,5,217,6,0,1,0,support,medium
0.21,,7,203,5,0,1,0,support,medium
0.8,0.85,4,264,5,0,1,0,support,medium
0.37,0.55,2,159,3,0,1,0,support,medium
0.79,0.96,5,218,5,0,1,0,support,medium
0.09,0.8,6,298,4,0,1,0,support,medium
0.75,0.74,6,,3,0,1,0,support,medium
0.83,1,5,263,5,0,1,0,technical,medium
0.1,0.77,5,252,4,0,1,0,technical,medium
0.44,0.55,2,136,3,0,1,0,technical,medium
0.42,0.97,6,259,4,0,1,0,management,high
0.43,0.56,2,158,3,0,1,0,IT,low
0.09,0.84,7,307,4,0,1,0,IT,medium
0.44,0.53,2,152,3,0,1,0,IT,medium
0.81,0.98,5,237,5,0,1,0,IT,medium
0.1,0.79,7,284,4,,1,0,IT,medium
0.1,0.93,6,243,4,0,1,0,product_mng,low
0.11,0.83,6,268,4,0,1,0,product_mng,low
0.09,0.77,,244,4,0,1,0,product_mng,low
0.75,,5,262,5,0,1,0,product_mng,low
0.38,0.55,2,134,3,0,1,0,IT,low
0.09,0.87,7,278,4,0,1,0,IT,low
0.74,0.97,5,238,5,0,1,0,IT,low
,0.56,2,127,3,0,1,0,IT,low
0.76,0.95,4,259,5,0,1,0,RandD,low
0.42,0.56,2,146,3,0,1,0,RandD,low
0.75,1,4,243,5,0,1,0,RandD,low
0.36,0.52,2,137,3,0,1,0,marketing,low
0.75,0.93,5,229,5,0,1,0,sales,low
0.4,0.46,2,134,3,0,,0,accounting,low
0.75,0.89,4,228,5,0,1,0,support,low
0.09,0.84,6,301,4,0,1,0,technical,low
0.39,0.46,2,127,3,0,1,0,management,low
0.4,0.48,2,,3,0,1,0,marketing,low
0.39,,2,131,3,0,1,0,marketing,low
0.1,0.85,7,310,5,0,1,0,marketing,low
0.42,0.55,2,148,3,0,1,0,sales,low
0.37,0.52,2,143,3,0,1,0,sales,medium
0.11,0.98,6,250,4,0,1,0,sales,medium
0.09,0.88,7,265,4,0,1,0,sales,medium
0.41,0.54,2,152,3,0,1,0,sales,medium
0.42,0.49,2,145,3,0,1,0,sales,medium
0.4,0.49,2,140,3,0,1,0,sales,medium
0.36,0.47,2,129,3,0,1,0,sales,medium
,0.9,4,226,5,0,1,0,sales,medium
0.66,1,5,269,5,0,1,0,sales,medium
0.38,0.47,2,152,3,0,1,0,sales,medium
0.43,0.51,2,132,3,0,1,0,sales,medium
0.43,0.53,2,148,3,0,1,0,sales,medium
0.1,0.85,6,297,5,0,1,,sales,high
0.82,0.85,4,274,5,0,1,0,sales,low
0.1,0.77,6,280,4,0,1,0,sales,medium
0.1,,6,288,4,0,1,0,sales,medium
0.43,0.49,2,155,3,0,1,0,sales,medium
0.09,0.94,7,247,4,0,1,0,sales,medium
0.41,0.54,2,138,3,0,1,0,accounting,low
0.1,0.82,7,284,4,0,1,0,accounting,low
0.88,0.92,4,225,5,0,1,0,accounting,low
0.43,0.57,2,151,3,1,1,0,hr,low
0.42,0.5,2,155,3,0,1,0,hr,low
0.85,1,4,234,5,0,1,0,hr,low
0.38,0.49,2,144,3,0,1,0,hr,low
0.39,0.47,2,142,3,0,1,0,technical,low
0.41,0.48,,,3,0,1,0,technical,
0.88,0.92,4,233,6,0,1,0,technical,low
0.78,0.96,4,241,5,0,1,0,,low
0.45,0.48,2,138,3,0,1,0,technical,low
0.09,,6,260,4,1,1,0,technical,low
0.44,,2,145,3,0,1,0,technical,low
0.11,0.84,6,252,4,0,1,0,technical,low
0.36,0.51,2,143,3,0,1,0,technical,low
0.36,0.98,4,270,5,0,1,0,technical,low
